Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Nicola Benedetti,0,22.0,198.0,78.0,Italy,ITA,1,2008,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual, 
Anja Brinker,0,17.0,152.0,39.0,Germany,GER,1,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars, 
Samuel Nelson Boateng,0,24.0,176.0,68.0,Ghana,GHA,1,1992,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay, 
"Rayfield Dupree, Jr.",0,23.0,185.0,77.0,United States,USA,1,1976,Montreal,Athletics,Athletics Men's Triple Jump, 
Sergej Charin,0,36.0,186.0,92.0,Slovakia,SVK,1,2000,Sydney,Water Polo,Water Polo Men's Water Polo, 
Craig Charles Figes,0,33.0,183.0,90.0,Great Britain,GBR,1,2012,London,Water Polo,Water Polo Men's Water Polo, 
Pasquale Carminucci,0,22.0,163.0,65.0,Italy,ITA,1,1960,Roma,Gymnastics,Gymnastics Men's Rings, 
Inga Eduardovna Abitova,0,26.0,164.0,58.0,Russia,RUS,1,2008,Beijing,Athletics,"Athletics Women's 10,000 metres", 
Oliver Bone,0,27.0,180.0,69.0,Canada,CAN,1,2008,Beijing,Sailing,Sailing Men's Two Person Dinghy, 
Yelena Aleksandrovna Byalkovskaya,0,24.0,179.0,78.0,Russia,RUS,0,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey, 
Kim Collins,0,40.0,180.0,77.0,Saint Kitts and Nevis,SKN,1,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres, 
Morgan Barbanon Mestres,0,19.0,171.0,56.0,Spain,ESP,1,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team", 
Chow Kwong Man,0,20.0,167.0,58.0,Hong Kong,HKG,1,1964,Tokyo,Cycling,"Cycling Men's Road Race, Individual", 
Waleed Al-Mohamed Abdulmuhsin,0,27.0,170.0,69.0,Kuwait,KUW,1,1988,Seoul,Rowing,Rowing Men's Single Sculls, 
Sharon Anne Firth,0,26.0,164.0,52.0,Canada,CAN,0,1980,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
Christian Chevalier,0,21.0,165.0,60.0,France,FRA,1,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around, 
Hamed Ali,0,20.0,168.0,63.0,Saudi Arabia,KSA,1,1976,Montreal,Athletics,Athletics Men's 200 metres, 
Carol Anne Bartlett-Page,0,47.0,165.0,56.0,Great Britain,GBR,1,1996,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres", 
"Clarence Sinclair ""Hec"" Edmundson",0,25.0,183.0,70.0,United States,USA,1,1912,Stockholm,Athletics,Athletics Men's 400 metres, 
Paola Duguet Duran,0,16.0,176.0,65.0,Colombia,COL,1,2004,Athina,Swimming,Swimming Women's 400 metres Freestyle, 
Loretta Dorman,0,21.0,165.0,61.0,Australia,AUS,1,1984,Los Angeles,Hockey,Hockey Women's Hockey, 
Dana Faletic,0,34.0,178.0,74.0,Australia,AUS,1,2012,London,Rowing,Rowing Women's Quadruple Sculls, 
Arnold Petrovich Chernushevich,0,23.0,179.0,79.0,Soviet Union,URS,1,1956,Melbourne,Fencing,"Fencing Men's epee, Team", 
Shinobu Asagoe,0,28.0,168.0,58.0,Japan-2,JPN,1,2004,Athina,Tennis,Tennis Women's Doubles, 
fqan Bayramov,0,28.0,167.0,69.0,Azerbaijan,AZE,1,2012,London,Weightlifting,Weightlifting Men's Lightweight, 
Lars Olof Magnus Enfeldt (Eriksson-),0,24.0,187.0,85.0,Sweden,SWE,0,1994,Lillehammer,Speed Skating,"Speed Skating Men's 1,000 metres", 
Byambyn Tvshinbat,0,29.0,174.0,69.0,Mongolia,MGL,1,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight, 
Abdullah Ali Ahmed,0,26.0,181.0,73.0,Libya,LBA,1,1988,Seoul,Athletics,Athletics Men's 400 metres, 
Pablo Abensaid Carrera Vzquez,0,30.0,182.0,93.0,Spain,ESP,1,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres", 
Anne Briand-Bouthiaux,0,25.0,174.0,52.0,France,FRA,0,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,Silver
"Yijun ""Tom"" Feng",0,19.0,186.0,71.0,United States,USA,1,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team, 
Nicolas Burtin,0,26.0,182.0,82.0,France,FRA,0,1998,Nagano,Alpine Skiing,Alpine Skiing Men's Downhill, 
Adolfo Feliciano,0,38.0,179.0,70.0,Philippines,PHI,1,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres", 
Rajmond Debevec,0,49.0,182.0,72.0,Slovenia,SLO,1,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
Sedat Artu,0,32.0,162.0,56.0,Turkey,TUR,1,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight, 
Eduard Azaryan,0,22.0,175.0,68.0,Soviet Union,URS,1,1980,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse, 
"Joseph ""Joe"" Barral",0,31.0,183.0,75.0,Monaco,MON,1,1976,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres", 
"Alfons ""Fons"" Brijdenbach",0,25.0,185.0,77.0,Belgium,BEL,1,1980,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay, 
Senele Dlamini,0,16.0,178.0,52.0,Swaziland,SWZ,1,2008,Beijing,Swimming,Swimming Women's 50 metres Freestyle, 
Thophile David,0,24.0,190.0,82.0,Switzerland,SUI,1,1988,Seoul,Swimming,Swimming Men's 100 metres Butterfly, 
Peter Crawford,0,32.0,193.0,88.0,Australia,AUS,1,2012,London,Basketball,Basketball Men's Basketball, 
Giovanny Fanny,0,27.0,164.0,55.0,Seychelles,SEY,1,1992,Barcelona,Athletics,Athletics Men's 400 metres Hurdles, 
Maurilio De Zolt Lisabetta,0,33.0,170.0,66.0,Italy,ITA,0,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Phillip Peter Dutton,0,32.0,168.0,68.0,Australia,AUS,1,1996,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Imre Farkas,0,21.0,169.0,67.0,Hungary,HUN,1,1956,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Bronze
Yury Viktorovich Dolgopolov,0,38.0,171.0,80.0,Belarus,BLR,1,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres", 
Martin Peter Cattalini,0,30.0,202.0,100.0,Australia,AUS,1,2004,Athina,Basketball,Basketball Men's Basketball, 
Mnica Carri  Esteban,0,23.0,170.0,75.0,Spain,ESP,1,2000,Sydney,Weightlifting,Weightlifting Women's Heavyweight, 
Alexandra Lindsay Croak,0,16.0,165.0,55.0,Australia,AUS,1,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around, 
Mohamed Ali Acha-Cheloi,0,25.0,165.0,68.0,Iran,IRI,1,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual", 
Ignacio Escud Torrente,0,20.0,179.0,75.0,Spain,ESP,1,1984,Los Angeles,Hockey,Hockey Men's Hockey, 
Gregory Baxter,0,16.0,179.0,62.0,Canada,CAN,0,2006,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
Corina-Mihaela Crstoi,0,23.0,162.0,60.0,Romania,ROU,0,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres, 
Mikhail Botvinov,0,24.0,185.0,80.0,Unified Team,EUN,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
Choi Jeong-Ryong,0,39.0,174.0,74.0,South Korea,KOR,1,1984,Los Angeles,Shooting,Shooting Mixed Trap, 
Majda Ankele (-Samaluk),0,23.0,167.0,60.0,Yugoslavia,YUG,0,1964,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill, 
Arne Joakim Andersson,0,17.0,167.0,75.0,Sweden,SWE,1,1988,Seoul,Diving,Diving Men's Springboard, 
Lars Olof Magnus Enfeldt (Eriksson-),0,24.0,187.0,85.0,Sweden,SWE,0,1994,Lillehammer,Speed Skating,Speed Skating Men's 500 metres, 
Jasey-Jay Anderson,0,30.0,178.0,80.0,Canada,CAN,0,2006,Torino,Snowboarding,Snowboarding Men's Boardercross, 
Jacques Ben Gualid,0,42.0,178.0,78.0,Morocco,MAR,1,1960,Roma,Fencing,"Fencing Men's Foil, Team", 
Jan Benzien,0,34.0,180.0,75.0,Germany,GER,1,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom", 
Yukiko Ebata,0,22.0,176.0,70.0,Japan,JPN,1,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze
Fredi Egger,0,23.0,173.0,66.0,Switzerland,SUI,1,1964,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars, 
Sadam Ali,0,19.0,175.0,60.0,United States,USA,1,2008,Beijing,Boxing,Boxing Men's Lightweight, 
Mariela Andrea Antoniska Arrondo,0,25.0,170.0,70.0,Argentina,ARG,1,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Tamsin Barnett-Hinchley,0,32.0,193.0,75.0,Australia-2,AUS,1,2012,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball, 
Jozef Bachleda,0,20.0,181.0,73.0,Slovakia,SVK,0,1994,Lillehammer,Nordic Combined,Nordic Combined Men's Individual, 
Halina Daniec (-Wojtaszek),0,19.0,164.0,54.0,Poland,POL,1,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around, 
Lotfi Ben Slimane,0,24.0,176.0,70.0,Tunisia,TUN,1,1988,Seoul,Volleyball,Volleyball Men's Volleyball, 
Recep elik,0,25.0,175.0,63.0,Turkey,TUR,1,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk, 
Anne-Marie Bauduin,0,16.0,145.0,40.0,France,FRA,1,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars, 
Bu Sun-Hui,0,29.0,156.0,46.0,South Korea,KOR,1,1996,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres", 
Achim Bellmann,0,27.0,176.0,63.0,West Germany,FRG,1,1984,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team, 
"Alexander Soria ""Alex"" Cremidan",0,23.0,192.0,92.0,Greece,GRE,1,2004,Athina,Baseball,Baseball Men's Baseball, 
Cludia Carceroni-Saintagne,0,37.0,165.0,54.0,Brazil,BRA,1,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual", 
Roland Brunner,0,27.0,173.0,72.0,Austria,AUT,0,1998,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres", 
Ji tvrteka,0,29.0,182.0,78.0,Czechoslovakia,TCH,1,1972,Munich,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres", 
Martin Fagan,0,25.0,183.0,65.0,Ireland,IRL,1,2008,Beijing,Athletics,Athletics Men's Marathon, 
Cheikh Touradou Diouf,0,24.0,175.0,68.0,Senegal,SEN,1,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay, 
Annette Elisabeth Carln-Karlsson,0,23.0,172.0,61.0,Sweden,SWE,0,1980,Lake Placid,Speed Skating,Speed Skating Women's 500 metres, 
Czesaw Gerwazy Biaas,0,21.0,169.0,86.0,Poland,POL,1,1952,Helsinki,Weightlifting,Weightlifting Men's Light-Heavyweight, 
Roberto Cabrejas Cuadrado,0,27.0,181.0,70.0,Spain,ESP,1,1980,Moskva,Athletics,Athletics Men's High Jump, 
Melissa Caballero Ayasse,0,19.0,176.0,59.0,Spain,ESP,1,2004,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay, 
Norman Delva Noriega,0,19.0,170.0,59.0,Guatemala,GUA,1,1988,Seoul,Football,Football Men's Football, 
George Richard Lycott Bovell,0,17.0,196.0,74.0,Trinidad and Tobago,TTO,1,2000,Sydney,Swimming,Swimming Men's 400 metres Individual Medley, 
Gilberto Fernndez,0,39.0,168.0,69.0,Colombia,COL,1,1972,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres", 
Howard Vincent Clifton,0,28.0,190.0,93.0,United States-1,USA,0,1968,Grenoble,Bobsleigh,Bobsleigh Men's Four, 
Soraya Chaouch,0,15.0,160.0,50.0,France,FRA,1,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise, 
Milorad avi,0,28.0,198.0,87.0,Serbia,SRB,1,2012,London,Swimming,Swimming Men's 100 metres Butterfly, 
"Rose ""Rosie"" Allwood (-Morrison)",0,27.0,163.0,54.0,Jamaica,JAM,1,1980,Moskva,Athletics,Athletics Women's 100 metres, 
Leslie Raymond Coffey,0,28.0,171.0,78.0,Australia,AUS,1,1964,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres", 
Pasquale Carminucci,0,22.0,163.0,65.0,Italy,ITA,1,1960,Roma,Gymnastics,Gymnastics Men's Horse Vault, 
"Anne-Marie ""Annie"" Famose (-Bremont)",0,23.0,158.0,50.0,France,FRA,0,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill, 
Norman Bergamelli,0,22.0,170.0,72.0,Italy,ITA,0,1994,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
Mariem Alaoui Selsouli,0,24.0,152.0,45.0,Morocco,MAR,1,2008,Beijing,Athletics,"Athletics Women's 5,000 metres", 
Laine Erik (-Kallas),0,22.0,168.0,64.0,Soviet Union,URS,1,1964,Tokyo,Athletics,Athletics Women's 800 metres, 
"Barbara Jane ""B. J."" Bedford (-Miller)",0,27.0,172.0,61.0,United States,USA,1,2000,Sydney,Swimming,Swimming Women's 100 metres Backstroke, 
Lindy Brigitte Agricole (Leveau-),0,34.0,175.0,70.0,Seychelles,SEY,1,2008,Beijing,Athletics,Athletics Women's Javelin Throw, 
Anthony Lee Ervin,0,19.0,191.0,80.0,United States,USA,1,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle,Gold
Frantiek Douda,0,27.0,192.0,96.0,Czechoslovakia,TCH,1,1936,Berlin,Athletics,Athletics Men's Shot Put, 
Ants Antson,0,25.0,184.0,84.0,Soviet Union,URS,0,1964,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
Ime Akpan,0,24.0,165.0,50.0,Nigeria,NGR,1,1996,Atlanta,Athletics,Athletics Women's 100 metres Hurdles, 
Maoulida Daroueche,0,26.0,177.0,60.0,Comoros,COM,1,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles, 
Domingos Chivavele,0,18.0,170.0,69.0,Mozambique,MOZ,1,1984,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle, 
Muhammad Faiz,0,27.0,176.0,79.0,Pakistan,PAK,1,1964,Tokyo,Wrestling,"Wrestling Men's Middleweight, Freestyle", 
Beatriz Zaneratto Joo,0,22.0,176.0,69.0,Brazil,BRA,1,2016,Rio de Janeiro,Football,Football Women's Football, 
Detelin Stefanov Dalakliev,0,21.0,170.0,54.0,Bulgaria,BUL,1,2004,Athina,Boxing,Boxing Men's Bantamweight, 
Lgia Santos da Silva,0,31.0,161.0,58.0,Brazil,BRA,1,2012,London,Table Tennis,Table Tennis Women's Team, 
Roberto Antonio Arioldi,0,48.0,174.0,72.0,Italy,ITA,1,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
Adam Richard Deadmarsh,0,22.0,183.0,89.0,United States,USA,0,1998,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Mara Noel Barrionuevo,0,32.0,171.0,58.0,Argentina,ARG,1,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey, 
Yusuf Dike,0,35.0,180.0,80.0,Turkey,TUR,1,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres", 
"Pablo ""Pol"" Amat Escud",0,34.0,183.0,78.0,Spain,ESP,1,2012,London,Hockey,Hockey Men's Hockey, 
"Michael E. ""Mike"" Anti",0,36.0,173.0,73.0,United States,USA,1,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres", 
Douglas George Churchill,0,23.0,170.0,69.0,Australia,AUS,1,1972,Munich,Judo,Judo Men's Half-Middleweight, 
Jonathan Borle,0,28.0,180.0,69.0,Belgium,BEL,1,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres, 
Athina Douka,0,35.0,171.0,62.0,Greece,GRE,1,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres", 
"William Frederick ""Bill"" Crothers",0,27.0,183.0,71.0,Canada,CAN,1,1968,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay, 
Petr Blecha,0,22.0,192.0,93.0,Czechoslovakia,TCH,1,1992,Barcelona,Rowing,Rowing Men's Coxed Eights, 
Peter Georg Ebinger,0,25.0,180.0,75.0,Austria,AUT,1,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual", 
Michael Calvo Villamil,0,22.0,182.0,65.0,Cuba,CUB,1,2000,Sydney,Athletics,Athletics Men's Triple Jump, 
Daniela Del Din,0,38.0,173.0,68.0,San Marino,SMR,1,2008,Beijing,Shooting,Shooting Women's Trap, 
Anca Andreiu,0,17.0,168.0,55.0,Romania,ROU,1,1968,Mexico City,Swimming,Swimming Women's 200 metres Backstroke, 
Andrea Chiarabini,0,21.0,179.0,70.0,Italy,ITA,1,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard, 
Trine Bakke-Rognmo,0,23.0,165.0,63.0,Norway,NOR,0,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom, 
Hnat Domenichelli,0,33.0,183.0,86.0,Switzerland,SUI,0,2010,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Valeriy Volodymyrovych Dymo,0,18.0,175.0,70.0,Ukraine,UKR,1,2004,Athina,Swimming,Swimming Men's 200 metres Breaststroke, 
Ral Bagattini,0,21.0,178.0,82.0,Brazil,BRA,1,1972,Munich,Rowing,Rowing Men's Coxless Pairs, 
Emil Bildstein,0,21.0,190.0,87.0,Germany,GER,1,1952,Helsinki,Water Polo,Water Polo Men's Water Polo, 
Pierrick Bourgeat,0,26.0,184.0,89.0,France,FRA,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom, 
Adrian Bucur,0,23.0,170.0,65.0,Romania,ROU,1,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse, 
Svetlana Anatolyevna Boyko,0,28.0,180.0,63.0,Russia,RUS,1,2000,Sydney,Fencing,"Fencing Women's Foil, Individual", 
Hichem Chabane,0,19.0,184.0,70.0,Algeria,ALG,1,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual", 
Chen Cuiting,0,17.0,143.0,36.0,China,CHN,1,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault, 
Erik Duyvelshoff,0,21.0,180.0,73.0,Netherlands,NED,0,1994,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres, 
"Clifford S. ""Cliff"" Bayer",0,23.0,185.0,79.0,United States,USA,1,2000,Sydney,Fencing,"Fencing Men's Foil, Individual", 
Aliz Cornet,0,26.0,173.0,60.0,France,FRA,1,2016,Rio de Janeiro,Tennis,Tennis Women's Singles, 
Mara Ftima Blzquez Lozano,0,21.0,168.0,52.0,Spain,ESP,1,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual", 
Mayra Aguiar da Silva,0,17.0,177.0,78.0,Brazil,BRA,1,2008,Beijing,Judo,Judo Women's Middleweight, 
"Desmond ""Des"" Abbott",0,21.0,184.0,87.0,Australia,AUS,1,2008,Beijing,Hockey,Hockey Men's Hockey,Bronze
Norma Amezcua Guajardo,0,19.0,160.0,54.0,Mexico,MEX,1,1972,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay, 
Yukio Endo,0,23.0,161.0,58.0,Japan,JPN,1,1960,Roma,Gymnastics,Gymnastics Men's Horse Vault, 
Vra slavsk (-Odloilov),0,22.0,160.0,58.0,Czechoslovakia,TCH,1,1964,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,Gold
Takeshi Azuma,0,23.0,169.0,69.0,Japan,JPN,0,1976,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Nerijus Beiga,0,24.0,189.0,80.0,Lithuania,LTU,1,1996,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
Simon De Cuyper,0,25.0,180.0,67.0,Belgium,BEL,1,2012,London,Triathlon,Triathlon Men's Olympic Distance, 
Marko Tapio Asell,0,30.0,179.0,82.0,Finland,FIN,1,2000,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman", 
Marion Bertrand,0,29.0,163.0,58.0,France,FRA,0,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom, 
Aleksej Demjanov,0,22.0,162.0,59.0,Croatia,CRO,1,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise, 
Daniel Ellis,0,19.0,183.0,84.0,Australia,AUS,1,2008,Beijing,Cycling,Cycling Men's Team Sprint, 
Andr Otto da Fonseca,0,29.0,174.0,78.0,Brazil,BRA,1,2008,Beijing,Sailing,Sailing Mixed Skiff, 
John Ekels,0,31.0,188.0,98.0,Canada,CAN,1,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Adhemar Ferreira da Silva,0,24.0,178.0,69.0,Brazil,BRA,1,1952,Helsinki,Athletics,Athletics Men's Triple Jump,Gold
Colin Bradford,0,25.0,188.0,80.0,Jamaica,JAM,1,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay, 
Lyman Currier,0,19.0,183.0,73.0,United States,USA,0,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe, 
Choi Jae-Bong,0,21.0,178.0,78.0,South Korea,KOR,0,2002,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres", 
Michael James Ashcroft,0,23.0,175.0,64.0,Canada,CAN,1,1988,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
Giovanni Bossi,0,22.0,172.0,64.0,Italy,ITA,1,1976,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual", 
Mohamed Sherif El-Saharty,0,21.0,165.0,68.0,Egypt,EGY,1,2012,London,Gymnastics,Gymnastics Men's Horse Vault, 
Kamal Abdel Rehim,0,26.0,190.0,95.0,Egypt,EGY,1,2000,Sydney,Rowing,Rowing Men's Coxless Fours, 
Jennifer-Kirsten Barnes,0,20.0,175.0,75.0,Canada,CAN,1,1988,Seoul,Rowing,Rowing Women's Coxless Pairs, 
Kylie Rei Dickson,0,17.0,160.0,50.0,Belarus,BLR,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars, 
"Raymond Clarence ""Ray"" Ewry",0,32.0,185.0,79.0,United States,USA,1,1906,Athina,Athletics,Athletics Men's Standing High Jump,Gold
Sonia Bisset Poll,0,33.0,178.0,83.0,Cuba,CUB,1,2004,Athina,Athletics,Athletics Women's Javelin Throw, 
Mihai Butucaru,0,22.0,183.0,82.0,Romania,ROU,1,1980,Moskva,Sailing,Sailing Mixed One Person Dinghy, 
Ioan Apostol,0,21.0,191.0,91.0,Romania,ROU,0,1980,Lake Placid,Luge,Luge Mixed (Men)'s Doubles, 
Amy Cotton,0,24.0,180.0,78.0,Canada,CAN,1,2004,Athina,Judo,Judo Women's Half-Heavyweight, 
Ion Bucsa,0,29.0,169.0,65.0,Moldova,MDA,0,1998,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint, 
"Catherine ""Triny"" Bourkel (-Hommel)",0,21.0,170.0,60.0,Luxembourg,LUX,1,1948,London,Athletics,Athletics Women's High Jump, 
Ivan Yuryevich Cherezov,0,25.0,173.0,73.0,Russia,RUS,0,2006,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit, 
Humberto Arguedas,0,22.0,174.0,66.0,Peru,PER,1,1960,Roma,Football,Football Men's Football, 
Jaroslav Benk,0,25.0,181.0,82.0,Czechoslovakia,TCH,0,1988,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey, 
"Alexandre ""Alex"" Bilodeau",0,22.0,173.0,76.0,Canada,CAN,0,2010,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold
Alenka Dovan,0,18.0,164.0,60.0,Slovenia,SLO,0,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill, 
Robert Bretscher,0,19.0,174.0,71.0,Switzerland,SUI,1,1972,Munich,Gymnastics,Gymnastics Men's Floor Exercise, 
Gelindo Bordin,0,29.0,180.0,68.0,Italy,ITA,1,1988,Seoul,Athletics,Athletics Men's Marathon,Gold
Andrea Arsovi,0,25.0,165.0,61.0,Serbia,SRB,1,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres", 
Adriano Darioli,0,28.0,177.0,72.0,Italy,ITA,0,1984,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay, 
Andreas Felder,0,25.0,183.0,70.0,Austria,AUT,0,1988,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual", 
Bart Jan-Baptist Marie Brentjens,0,31.0,188.0,79.0,Netherlands,NED,1,2000,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country", 
Chen Xiaodan,0,14.0,150.0,38.0,China,CHN,1,1988,Seoul,Diving,Diving Women's Platform, 
Murielle Ahour,0,28.0,165.0,58.0,Cote d'Ivoire,CIV,1,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres, 
Gary John Dighton,0,24.0,191.0,73.0,Great Britain,GBR,1,1992,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
"John Gilbert ""Jack"" Beckner",0,22.0,183.0,77.0,United States,USA,1,1952,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar, 
Konrad Bartelski,0,17.0,178.0,72.0,Great Britain,GBR,0,1972,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom, 
Kineke Alicia Alexander,0,22.0,178.0,65.0,Saint Vincent and the Grenadines,VIN,1,2008,Beijing,Athletics,Athletics Women's 400 metres, 
"Christopher Dean ""Chris"" Brooks",0,29.0,173.0,75.0,United States,USA,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars, 
Bas de Jong,0,22.0,200.0,98.0,Netherlands,NED,1,1996,Atlanta,Water Polo,Water Polo Men's Water Polo, 
Jacques Dulcy,0,42.0,170.0,63.0,France,FRA,1,1996,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team", 
Alexandre Despatie,0,23.0,173.0,76.0,Canada,CAN,1,2008,Beijing,Diving,Diving Men's Synchronized Springboard, 
Carlos Barron,0,26.0,183.0,69.0,Mexico,MEX,1,1968,Mexico City,Volleyball,Volleyball Men's Volleyball, 
Laurent Barbiri,0,23.0,167.0,64.0,France,FRA,1,1984,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse, 
Saeed Azarbayjani,0,33.0,173.0,60.0,Canada,CAN,1,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle", 
Bohuslav Ebermann,0,27.0,183.0,82.0,Czechoslovakia,TCH,0,1976,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Klaus Dockhorn,0,19.0,183.0,76.0,East Germany,GDR,1,1972,Munich,Swimming,Swimming Men's 400 metres Freestyle, 
Keld Egon Bak,0,28.0,190.0,82.0,Denmark,DEN,1,1972,Munich,Football,Football Men's Football, 
